Date,Value,Category
2024-05-12,5.336924311175128,B
2024-05-13,48.807573778102494,C
2024-05-14,4.419466088541801,A
2024-05-15,75.83355803295171,B
2024-05-16,11.046844334378203,D
2024-05-17,82.18489638053175,D
2024-05-18,45.53163866589107,B
2024-05-19,5.114866920790961,C
2024-05-20,98.02948759259607,A
2024-05-21,26.229282232647954,D
2024-05-22,18.54386850282014,B
2024-05-23,4.3579990534667985,D
2024-05-24,31.088991369042716,C
2024-05-25,79.77599913714131,B
2024-05-26,77.74293445954275,C
2024-05-27,39.174695807295535,D
2024-05-28,73.01359998653382,C
2024-05-29,17.15854866744261,D
2024-05-30,41.10305749519602,C
2024-05-31,27.05113550087659,D
2024-06-01,87.386197652883,D
2024-06-02,85.18556388379463,A
2024-06-03,67.13746574826308,C
2024-06-04,96.28670551821712,C
2024-06-05,11.99174051974401,C
2024-06-06,11.518746289537585,A
2024-06-07,79.95872717237849,C
2024-06-08,68.59946995698736,B
2024-06-09,16.323648872851994,C
2024-06-10,11.443410024474465,B
2024-06-11,82.35194845216009,D
2024-06-12,79.619831891628,D
2024-06-13,64.53703167450651,D
2024-06-14,13.00832990110945,B
2024-06-15,94.93222479811337,B
2024-06-16,57.60111773667388,A
2024-06-17,37.39667846780622,D
2024-06-18,94.23718823093489,A
2024-06-19,10.833903180505544,A
2024-06-20,35.42571078566237,A
2024-06-21,82.22932767294698,C
2024-06-22,5.725888777933075,D
2024-06-23,25.98513827193476,C
2024-06-24,96.69698125368271,A
2024-06-25,66.87539639511073,C
2024-06-26,99.48043087385598,A
2024-06-27,33.60946401849332,C
2024-06-28,94.55729238695105,A
2024-06-29,34.08104127115281,A
2024-06-30,23.103357687526227,D
2024-07-01,22.423117596156594,D
2024-07-02,50.480334056854915,B
2024-07-03,21.45119578174065,C
2024-07-04,84.9284677175686,A
2024-07-05,4.449750122637386,C
2024-07-06,86.4809682837424,A
2024-07-07,46.080131093630825,B
2024-07-08,47.22853468318714,D
2024-07-09,72.88395100306224,B
2024-07-10,72.97141089386422,B
2024-07-11,97.01161943495681,D
2024-07-12,27.01133255608317,D
2024-07-13,11.990215662567284,A
2024-07-14,72.34623910543833,C
2024-07-15,3.4332710112944254,D
2024-07-16,90.94847891381485,C
2024-07-17,66.42249240561384,A
2024-07-18,86.12621415291164,A
2024-07-19,39.027460387641575,D
2024-07-20,27.0321921004287,D
2024-07-21,22.40381562254844,D
2024-07-22,87.5467315124186,A
2024-07-23,69.02108397027696,C
2024-07-24,55.912814060573545,D
2024-07-25,2.0812308393351686,C
2024-07-26,7.326026913990846,B
2024-07-27,7.7750047477811,A
2024-07-28,60.23930721505033,D
2024-07-29,48.66704700015324,B
2024-07-30,95.39060656013386,C
2024-07-31,98.67099217072692,D
2024-08-01,50.177385355696224,C
2024-08-02,10.23466260013518,D
2024-08-03,86.4132261225501,C
2024-08-04,98.58337825876052,B
2024-08-05,93.34588899133443,C
2024-08-06,27.656819722500238,B
2024-08-07,39.44196124816569,B
2024-08-08,60.00392990666834,C
2024-08-09,23.361255196584484,B
2024-08-10,63.40887154883047,A
2024-08-11,36.95831128426956,A
2024-08-12,86.81753014247954,B
2024-08-13,27.733600099127486,B
2024-08-14,1.5344741552604457,C
2024-08-15,68.57197370582571,D
2024-08-16,17.779579615604224,D
2024-08-17,34.01126990856458,D
2024-08-18,34.217993661174226,B
2024-08-19,21.843638435728764,B
2024-08-20,57.1251387851726,B
2024-08-21,15.27874439447261,A
2024-08-22,64.34597500891974,D
2024-08-23,16.880579341091995,C
2024-08-24,48.538123125681075,D
2024-08-25,90.0145462914513,C
2024-08-26,61.45746139499008,A
2024-08-27,63.898137061038184,C
2024-08-28,25.322933848101613,C
2024-08-29,14.068511655828509,A
2024-08-30,48.77567010545075,B
2024-08-31,80.49770549603,B
2024-09-01,98.53051002910999,A
2024-09-02,19.563670607609385,B
2024-09-03,80.99402182408475,A
2024-09-04,98.90701306953159,C
2024-09-05,17.376866590926177,A
2024-09-06,36.70061227564461,C
2024-09-07,27.14199732251654,C
2024-09-08,4.376659274344075,A
2024-09-09,0.658155077452871,C
2024-09-10,41.55583886862835,A
2024-09-11,87.1536390931357,B
2024-09-12,55.0597319676292,D
2024-09-13,50.61364301712986,A
2024-09-14,37.97410983892237,D
2024-09-15,19.706325199952758,A
2024-09-16,39.011430028734054,A
2024-09-17,36.788603713688076,A
2024-09-18,71.10527990812407,A
2024-09-19,60.62074672643109,A
2024-09-20,60.41374243594832,B
2024-09-21,56.972665698005066,B
2024-09-22,68.34761335531843,A
2024-09-23,36.22016876766657,B
2024-09-24,94.54399083206958,D
2024-09-25,13.096802735154611,B
2024-09-26,23.815809927233612,A
2024-09-27,67.08570399457581,C
2024-09-28,48.41011314005357,D
2024-09-29,77.94653838047257,C
2024-09-30,83.3414022810353,B
2024-10-01,66.74123113590379,B
2024-10-02,72.07984945430567,D
2024-10-03,54.284773032226866,D
2024-10-04,8.521957143131209,A
2024-10-05,97.96492973856643,B
2024-10-06,57.133775758344974,C
2024-10-07,84.89422668158811,A
2024-10-08,31.56524230882143,B
2024-10-09,5.74948279089803,A
2024-10-10,3.115050431100319,C
2024-10-11,28.032265327128393,D
2024-10-12,1.2645647025229856,B
2024-10-13,71.17911457981846,D
2024-10-14,72.55901279001421,C
2024-10-15,72.37783651135572,D
2024-10-16,64.90549787289038,C
2024-10-17,22.62976265473324,A
2024-10-18,32.66917236395371,B
2024-10-19,95.03660073292973,C
2024-10-20,60.54055867370888,B
2024-10-21,86.95342553846518,D
2024-10-22,92.82352436591184,D
2024-10-23,47.42458098773119,A
2024-10-24,99.21999203827991,D
2024-10-25,48.962801997855784,D
2024-10-26,25.34261247735393,C
2024-10-27,66.66356903475587,A
2024-10-28,8.179726349216232,D
2024-10-29,97.51009896527711,D
2024-10-30,34.95496615880682,A
2024-10-31,49.094883901529954,A
2024-11-01,85.26712724990296,B
2024-11-02,53.785076107387376,B
2024-11-03,61.759674237672776,D
2024-11-04,72.06153926681849,B
2024-11-05,33.9110454946872,A
2024-11-06,92.31525999487882,A
2024-11-07,94.52382246204196,B
2024-11-08,69.32968119000495,A
2024-11-09,57.02735132441563,B
2024-11-10,93.11733394151696,C
2024-11-11,55.39644477853428,C
2024-11-12,37.17284450639524,D
2024-11-13,55.72466906915723,A
2024-11-14,30.892606552797876,B
2024-11-15,96.43281025081606,D
2024-11-16,62.131785162323204,D
2024-11-17,38.57247487321334,A
2024-11-18,58.978118794606736,C
2024-11-19,81.69084223104264,B
2024-11-20,31.261586072588344,D
2024-11-21,28.54018745018604,C
2024-11-22,18.77995350722299,A
2024-11-23,75.96461292348152,C
2024-11-24,10.264313569426031,C
2024-11-25,62.260112605174086,B
2024-11-26,99.99593659044831,B
2024-11-27,61.00156440264958,D
2024-11-28,83.02665229338716,D
2024-11-29,50.97486582250692,A
2024-11-30,62.824620113678996,B
2024-12-01,97.88024805282339,D
2024-12-02,95.64518257035509,D
2024-12-03,7.6325818863066885,D
2024-12-04,14.35139567333149,B
2024-12-05,46.41986001210259,A
2024-12-06,27.35627435829462,B
2024-12-07,82.12520567190784,B
2024-12-08,44.971949716603135,C
2024-12-09,81.70267438346274,D
2024-12-10,68.6736735414299,D
2024-12-11,54.7116053566415,B
2024-12-12,48.408816775751276,D
2024-12-13,7.520770292288315,D
2024-12-14,95.23309652795186,A
2024-12-15,27.472434917640086,A
2024-12-16,8.868977542911194,A
2024-12-17,9.403360706940155,A
2024-12-18,93.6281531157955,D
2024-12-19,51.58484405173549,D
2024-12-20,2.5830287502004112,A
2024-12-21,61.6631439606259,A
2024-12-22,24.823843529793088,B
2024-12-23,85.58191490010286,B
2024-12-24,13.534914480077308,B
2024-12-25,87.58433883182232,D
2024-12-26,62.622756069912555,B
2024-12-27,0.7355478424450612,B
2024-12-28,71.75459867518542,A
2024-12-29,77.86030178985627,C
2024-12-30,15.858630374172156,B
2024-12-31,40.15695652818449,B
2025-01-01,70.07472278717336,C
2025-01-02,62.126780985593086,D
2025-01-03,63.860130833517914,D
2025-01-04,31.0373043917187,C
2025-01-05,58.53476129683766,A
2025-01-06,67.51740580335367,B
2025-01-07,5.905422520744508,A
2025-01-08,33.941142253360276,A
2025-01-09,59.159443942990784,D
2025-01-10,72.99377274633218,D
2025-01-11,75.00599612253149,B
2025-01-12,24.80936721941952,C
2025-01-13,54.14345821147424,B
2025-01-14,73.23510941448941,B
2025-01-15,69.44815300434776,A
2025-01-16,63.8425548106471,B
2025-01-17,58.82295917041728,C
2025-01-18,34.339159761872516,D
2025-01-19,83.28277962173273,B
2025-01-20,95.50900638674058,D
2025-01-21,79.67955426673986,C
2025-01-22,75.22444919104811,D
2025-01-23,43.85555025117453,A
2025-01-24,43.091289704633404,A
2025-01-25,77.6455077891626,D
2025-01-26,1.416533221003613,B
2025-01-27,92.22280608953677,C
2025-01-28,24.1368740306103,B
2025-01-29,44.70279727236055,C
2025-01-30,1.2953689002539015,A
2025-01-31,68.51652684368142,D
2025-02-01,22.355580389612516,A
2025-02-02,14.62733477095588,A
2025-02-03,84.67975663764543,B
2025-02-04,37.281220925771095,A
2025-02-05,22.385417622473668,C
2025-02-06,50.39704114804147,A
2025-02-07,40.49135245559364,A
2025-02-08,0.24964114413387195,B
2025-02-09,27.122072399984887,D
2025-02-10,75.96025088853918,D
2025-02-11,75.61471117683564,D
2025-02-12,81.43384636849602,C
2025-02-13,73.13757304574582,C
2025-02-14,21.292278325914094,B
2025-02-15,76.42938402213221,D
2025-02-16,62.161880392748174,B
2025-02-17,30.210009798408365,A
2025-02-18,41.27520065103274,C
2025-02-19,23.74733741601546,A
2025-02-20,40.39222472532775,D
2025-02-21,71.09605934170665,A
2025-02-22,98.29310027036034,A
2025-02-23,43.93261483033827,C
2025-02-24,1.2332667458147428,C
2025-02-25,78.28701982009633,B
2025-02-26,5.03389854490075,C
2025-02-27,86.3193967121908,A
2025-02-28,94.34809051419096,A
2025-03-01,29.1943824909234,A
2025-03-02,80.62691618792213,C
2025-03-03,85.22211191773624,C
2025-03-04,96.75857327669193,A
2025-03-05,11.373436572467078,C
2025-03-06,25.07926538354702,A
2025-03-07,91.39294891346019,A
2025-03-08,22.292507178134347,A
2025-03-09,20.629277968283343,C
2025-03-10,60.231432697706644,A
2025-03-11,98.50255924257013,B
2025-03-12,26.49559072606221,C
2025-03-13,93.83789819436649,C
2025-03-14,18.078708191750604,C
2025-03-15,56.4398205545956,A
2025-03-16,41.22806683565382,C
2025-03-17,58.714819460705094,C
2025-03-18,62.105622828517895,C
2025-03-19,70.7828394845787,B
2025-03-20,20.0341019172251,D
2025-03-21,50.84068991432241,A
2025-03-22,84.80436676463495,D
2025-03-23,12.457304051292162,A
2025-03-24,47.575778443125614,C
2025-03-25,51.607863996341216,A
2025-03-26,45.84787285936871,D
2025-03-27,83.58561138445694,B
2025-03-28,30.43513849357974,D
2025-03-29,32.2273477791446,A
2025-03-30,40.52582823339069,D
2025-03-31,26.66846519293572,C
2025-04-01,57.826408961371925,C
2025-04-02,61.990846502355446,C
2025-04-03,86.58462196555274,C
2025-04-04,93.08371689899938,D
2025-04-05,62.49585666659575,A
2025-04-06,24.043601601241505,D
2025-04-07,52.19928789800107,B
2025-04-08,68.37107412218472,C
2025-04-09,17.173916562623592,B
2025-04-10,59.45547597241067,D
2025-04-11,87.9899029689709,D
2025-04-12,72.37140171278261,D
2025-04-13,80.83138795767059,C
2025-04-14,9.043683064841323,B
2025-04-15,71.57768741564445,D
2025-04-16,18.209556118410863,B
2025-04-17,51.4486453709376,A
2025-04-18,80.86224029063467,C
2025-04-19,6.063620528100677,C
2025-04-20,53.01759301033269,B
2025-04-21,59.24277451374912,B
2025-04-22,46.88505818710771,C
2025-04-23,39.71243001058761,C
2025-04-24,5.566938949628697,A
2025-04-25,52.42783770920837,C
2025-04-26,45.139836240139765,B
2025-04-27,14.075294168197484,D
2025-04-28,63.71846369870501,A
2025-04-29,78.40028587420366,A
2025-04-30,52.254281121394406,D
2025-05-01,69.8095756626596,A
2025-05-02,34.09397488109478,B
2025-05-03,71.69441712201348,C
2025-05-04,72.7444842237025,A
2025-05-05,50.16678030066024,B
2025-05-06,70.83242345196105,C
2025-05-07,85.01025510953397,B
2025-05-08,46.47524736381891,D
2025-05-09,57.66839246931228,B
2025-05-10,17.60202726392357,D
2025-05-11,3.6194496510367213,C
2025-05-12,99.89753956167449,C
2025-05-13,56.346546319654976,C
2025-05-14,87.41570978019953,B
2025-05-15,28.434636215439426,B
2025-05-16,52.873706811080055,B
2025-05-17,7.436788932461957,D
2025-05-18,30.736086880472858,D
2025-05-19,33.815595297556214,A
2025-05-20,67.01060833307363,B
2025-05-21,91.77095995216979,B
2025-05-22,32.55168569238294,C
2025-05-23,19.944330364475682,B
2025-05-24,89.2573067466748,D
2025-05-25,13.957482210522965,A
2025-05-26,45.704546973093606,C
2025-05-27,11.124246316958908,D
2025-05-28,99.39112175149181,C
2025-05-29,17.332414024565136,C
2025-05-30,68.78812449128854,B
2025-05-31,91.05230450801326,B
2025-06-01,72.07328357780194,B
2025-06-02,75.95242975697496,B
2025-06-03,10.17352339545987,C
2025-06-04,98.39119789615941,A
2025-06-05,36.936437423873315,D
2025-06-06,29.322534729687078,A
2025-06-07,42.529268531046306,B
2025-06-08,28.290717469883873,B
2025-06-09,48.17495555048921,D
2025-06-10,24.61657122434273,D
2025-06-11,74.2670779304778,B
2025-06-12,15.538921970582342,C
2025-06-13,34.787984291775274,D
2025-06-14,60.98662829770183,B
2025-06-15,95.63439255456979,D
2025-06-16,71.60786008364846,C
2025-06-17,88.67017963571558,D
2025-06-18,54.39401362901517,A
2025-06-19,95.81708642475527,D
2025-06-20,90.59217348216093,C
2025-06-21,2.924883713208448,C
2025-06-22,36.41149924102349,B
2025-06-23,53.032707408269594,D
2025-06-24,6.46229386587277,A
2025-06-25,41.60000723395195,C
2025-06-26,7.640616804856837,B
2025-06-27,85.53581987951723,B
2025-06-28,72.0058456293047,B
2025-06-29,25.011376523987472,B
2025-06-30,82.64082019605515,B
2025-07-01,24.53624378325373,A
2025-07-02,68.59799149592823,D
2025-07-03,88.28776176329394,A
2025-07-04,96.426863719702,D
2025-07-05,68.0503254816744,B
2025-07-06,41.88463823370632,C
2025-07-07,26.04955700500019,B
2025-07-08,66.13626132361503,D
2025-07-09,83.70124427170404,A
2025-07-10,14.743461936689084,B
2025-07-11,90.47389830271094,B
2025-07-12,62.03367099383205,C
2025-07-13,1.1980135284598736,B
2025-07-14,76.32821475549008,A
2025-07-15,66.14269187551344,D
2025-07-16,73.44519736581975,C
2025-07-17,93.82644568500336,A
2025-07-18,50.032603370589726,A
2025-07-19,78.98448288558309,D
2025-07-20,26.70512947332677,A
2025-07-21,59.75351440617046,C
2025-07-22,88.16571386308752,D
2025-07-23,89.28890271782197,D
2025-07-24,72.2821346366607,C
2025-07-25,52.74380899500334,C
2025-07-26,14.15793356951407,D
2025-07-27,89.79467588912927,A
2025-07-28,22.126998761901994,D
2025-07-29,68.72907037730813,B
2025-07-30,3.350705224752837,A
2025-07-31,47.34104531557205,C
2025-08-01,42.58336507020806,A
2025-08-02,43.769894615767434,B
2025-08-03,2.4204888961632864,C
2025-08-04,15.595791088065326,B
2025-08-05,64.97877521370094,B
2025-08-06,62.218639630083814,D
2025-08-07,92.38729333109886,B
2025-08-08,96.412452898591,C
2025-08-09,87.70265209461526,C
2025-08-10,49.995820257508115,A
2025-08-11,43.62171779849672,B
2025-08-12,87.60433732685173,A
2025-08-13,64.90344803088259,B
2025-08-14,82.56795720121471,A
2025-08-15,35.9368046276374,C
2025-08-16,63.765372301352116,C
2025-08-17,39.26287020846316,D
2025-08-18,78.23485644884013,C
2025-08-19,77.44863430918066,D
2025-08-20,10.765189467319535,C
2025-08-21,62.13321159581875,C
2025-08-22,28.775545585993257,D
2025-08-23,80.32657815378113,D
2025-08-24,45.29507776990344,C
2025-08-25,57.39584266973016,C
2025-08-26,14.244719378920646,B
2025-08-27,79.65423544288252,B
2025-08-28,30.7930533923941,D
2025-08-29,31.53422209078026,A
2025-08-30,80.00013041901765,C
2025-08-31,10.089813140855009,C
2025-09-01,61.94572279621404,D
2025-09-02,30.72060539496524,D
2025-09-03,93.17273594311939,B
2025-09-04,50.12576386455847,A
2025-09-05,5.334975961679267,A
2025-09-06,16.068892767220433,A
2025-09-07,98.83880783841924,D
2025-09-08,14.89245992274315,D
2025-09-09,66.76893618394857,C
2025-09-10,41.35262020494931,D
2025-09-11,38.027174392630926,A
2025-09-12,39.92507209981002,A
2025-09-13,27.16756901858337,B
2025-09-14,80.16744124521857,B
2025-09-15,40.45885766229366,D
2025-09-16,4.990967707474492,C
2025-09-17,30.844329373775604,D
2025-09-18,29.990650832661856,D
2025-09-19,97.17099782741974,C
2025-09-20,12.33457902876205,B
2025-09-21,92.50795948320507,D
2025-09-22,66.87649411724954,C
2025-09-23,37.8019102151539,C
2025-09-24,37.05059921788403,D
2025-09-25,52.11761012860687,B
2025-09-26,42.782467816751954,C
2025-09-27,44.48509410903443,B
2025-09-28,97.87008676845491,A
2025-09-29,94.37955596247333,B
2025-09-30,7.186844189136288,D
2025-10-01,85.02045133609502,D
2025-10-02,67.58512745690514,D
2025-10-03,72.94892678340166,B
2025-10-04,79.85742453515685,D
2025-10-05,18.75046766307952,A
2025-10-06,90.91429173538377,B
2025-10-07,47.54359531878779,B
2025-10-08,10.40465439083924,D
2025-10-09,29.42791948866008,D
2025-10-10,58.28366003343518,B
2025-10-11,3.26791392467074,C
2025-10-12,29.989037337592194,A
2025-10-13,76.72888573236666,B
2025-10-14,3.7865190522671788,B
2025-10-15,5.084032174998088,C
2025-10-16,12.44130640280492,C
2025-10-17,5.950050553768649,C
2025-10-18,21.734499291373787,C
2025-10-19,14.918643403964872,B
2025-10-20,62.89352844420871,D
2025-10-21,1.140038106605834,A
2025-10-22,93.18510379376805,D
2025-10-23,31.495673930583802,A
2025-10-24,36.11439478601366,B
2025-10-25,25.795563186652792,C
2025-10-26,98.92217862780576,A
2025-10-27,74.16439969504984,B
2025-10-28,70.6791599260957,C
2025-10-29,81.757791742379,A
2025-10-30,85.45527949754512,D
2025-10-31,54.559644006544374,A
2025-11-01,64.02102522010902,B
2025-11-02,8.145744111107122,B
2025-11-03,76.90097386045991,A
2025-11-04,70.18537805729764,B
2025-11-05,62.34569863778452,D
2025-11-06,56.036059734124436,D
2025-11-07,90.0698336631934,D
2025-11-08,46.68514847432841,A
2025-11-09,39.602420347676,C
2025-11-10,36.6185139627327,B
2025-11-11,94.32058587663599,D
2025-11-12,9.96724043239734,B
2025-11-13,3.47882575578512,C
2025-11-14,31.174077559218038,B
2025-11-15,93.22171560222947,D
2025-11-16,68.22018515562159,C
2025-11-17,61.83907063520604,C
2025-11-18,70.41624239772743,A
2025-11-19,28.796479152688015,C
2025-11-20,39.082061076643825,B
2025-11-21,14.44042324267054,D
2025-11-22,51.25543843591554,A
2025-11-23,67.06370908929458,A
2025-11-24,50.21168357038943,A
2025-11-25,65.17772805611415,A
2025-11-26,99.57663239592259,A
2025-11-27,33.800536332095334,C
2025-11-28,46.535817364356255,C
2025-11-29,34.69538116263885,C
2025-11-30,30.3773440026887,A
2025-12-01,23.217274919764453,B
2025-12-02,42.490260391498204,B
2025-12-03,55.02079815057036,D
2025-12-04,72.1514484909825,D
2025-12-05,85.0681649933529,B
2025-12-06,74.61318999633632,D
2025-12-07,81.63504744851633,B
2025-12-08,94.41870620389611,B
2025-12-09,94.61131225393015,D
2025-12-10,76.52608803412531,B
2025-12-11,70.68966241026415,A
2025-12-12,20.074220397015985,B
2025-12-13,61.23200035802279,A
2025-12-14,88.64602039727481,D
2025-12-15,70.34393983836439,D
2025-12-16,50.98322223170737,D
2025-12-17,17.67774569464423,A
2025-12-18,16.55766300659606,D
2025-12-19,96.20072028395224,B
2025-12-20,58.09428489404249,C
2025-12-21,74.77877805968674,A
2025-12-22,35.49196273480057,D
2025-12-23,52.8636841851401,C
2025-12-24,47.54532683581725,A
2025-12-25,92.98507460441857,D
2025-12-26,45.5165031880482,A
2025-12-27,14.323020618388382,A
2025-12-28,77.88503296049207,C
2025-12-29,71.64405356559114,C
2025-12-30,80.48281886903217,D
2025-12-31,42.826175706441894,A
2026-01-01,24.518340627723802,D
2026-01-02,67.8140583635082,C
2026-01-03,61.958502488649536,B
2026-01-04,71.60964071771649,A
2026-01-05,23.323156831514346,A
2026-01-06,94.993857420918,D
2026-01-07,49.15599279703683,B
2026-01-08,76.87688231669621,A
2026-01-09,60.86577053247311,A
2026-01-10,33.293904131057516,A
2026-01-11,19.869970318749232,B
2026-01-12,71.34724217216106,C
2026-01-13,26.710543967349544,C
2026-01-14,7.595582779933096,C
2026-01-15,16.04561465738391,A
2026-01-16,75.35800523703038,C
2026-01-17,68.18911657646588,B
2026-01-18,93.15636019513123,A
2026-01-19,76.80061705022753,C
2026-01-20,45.3867056662563,D
2026-01-21,66.0486848255442,A
2026-01-22,97.8540827279302,D
2026-01-23,38.78521567527498,B
2026-01-24,43.97620127507362,A
2026-01-25,14.671243389451938,B
2026-01-26,71.97095846932878,C
2026-01-27,28.43333491709592,A
2026-01-28,69.03873235589057,D
2026-01-29,8.375488633784013,C
2026-01-30,0.12997447486841063,D
2026-01-31,67.23683313501616,A
2026-02-01,51.87901814620465,C
2026-02-02,91.21744302222076,B
2026-02-03,52.23701654468896,A
2026-02-04,47.18753362962933,A
2026-02-05,74.30115362273109,D
2026-02-06,98.7251469579154,A
2026-02-07,15.592596546239502,A
2026-02-08,94.45628177892165,B
2026-02-09,85.65811949796421,C
2026-02-10,7.500407663985897,D
2026-02-11,57.71117534556218,A
2026-02-12,77.82085745292883,D
2026-02-13,13.878436849441444,B
2026-02-14,22.059050128123157,C
2026-02-15,87.33835668403621,A
2026-02-16,95.26640575165925,B
2026-02-17,82.21200625232284,C
2026-02-18,4.716745684411972,C
2026-02-19,40.05341320977204,A
2026-02-20,3.579483269043493,C
2026-02-21,51.50105624419753,A
2026-02-22,62.43951926087842,D
2026-02-23,29.447029318180817,A
2026-02-24,88.70155848109553,D
2026-02-25,76.00354924762722,A
2026-02-26,72.38391176123048,C
2026-02-27,68.37707374815977,C
2026-02-28,90.24882307240105,D
2026-03-01,68.03414294733494,A
2026-03-02,52.09095372242307,B
2026-03-03,40.323236836676045,C
2026-03-04,45.16547654889612,A
2026-03-05,98.4236110576867,B
2026-03-06,88.12022054767677,C
2026-03-07,40.99033074192741,D
2026-03-08,28.239519805611035,A
2026-03-09,72.46273194948292,D
2026-03-10,1.4278612283732395,C
2026-03-11,87.34790514531159,B
2026-03-12,45.68477748418856,A
2026-03-13,46.18093861417795,A
2026-03-14,49.7057304549177,B
2026-03-15,62.13163915752232,A
2026-03-16,84.60695061234883,A
2026-03-17,20.721747868459527,A
2026-03-18,14.762908331974645,C
2026-03-19,67.7189015886057,A
2026-03-20,64.25271967285227,D
2026-03-21,59.9834903361688,A
2026-03-22,43.44342052436012,C
2026-03-23,29.33935745811025,D
2026-03-24,32.7433167155234,A
2026-03-25,10.663980635817671,D
2026-03-26,22.305300942161153,B
2026-03-27,86.56942552965829,C
2026-03-28,63.008408533914206,B
2026-03-29,23.65750424645231,C
2026-03-30,6.197087126606049,B
2026-03-31,24.743329494074516,C
